country,iso,survey_start_year,survey_end_year,age_group,population,region,sub_region,intermediate_region,contraceptive_any_method,contraceptive_any_modern_method,contraceptive_any_traditional_method,contraceptive_emergency_contraception,contraceptive_female_condom,contraceptive_female_sterilization,contraceptive_implant,contraceptive_injectable,contraceptive_iud,contraceptive_lactational_amenorrhea_method_lam,contraceptive_male_condom,contraceptive_male_sterilization,contraceptive_other_modern_methods,contraceptive_other_traditional_methods,contraceptive_pill,contraceptive_rhythm,contraceptive_vaginal_barrier_methods,contraceptive_withdrawal,unmet_need_limiting,unmet_need_spacing,unmet_need_total,demand_satisfied,data_source_datacatalog_id,data_source_datacatalog_longname,data_source_source,notes,notes_contraceptive_use_methods,notes_contraceptive_use_population,notes_contraceptive_use_residuals_modern_methods,notes_contraceptive_use_residuals_traditional_methods,notes_note_on_country,notes_unmet_need_indicator,notes_unmet_need_population_excluded,notes_unmet_need_population_included
Lebanon,422,1983,1984,15-49,MW,Asia,Western Asia,NA,68.8,30.7,37.9,NA,NA,5.8,NA,0,9.4,NA,2.1,0,NA,0.4,11.6,14.8,1.8,22.7,NA,NA,NA,NA,3174,Lebanon 1983-1984 contraceptive prevalence survey,CPS,,Figures by method do not add up to the total.,NA,NA,NA,Data pertain to West Bekaa.,NA,NA,NA
Lebanon,422,1996,1996,15-49,MW,Asia,Western Asia,NA,61.1,37.2,23.8,NA,NA,4.2,NA,0.1,17,NA,5.6,0,NA,2,10,10,0.2,11.8,NA,NA,NA,NA,711,Lebanon 1996 Maternal and Child Health Survey,PAPCHILD,,Figures by method do not add up to the total.,NA,NA,Including breastfeeding.,NA,NA,NA,NA
Lebanon,422,2e3,2e3,15-49,MW,Asia,Western Asia,NA,62.7,40.4,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,Lebanon 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,422,2004,2004,15-49,MW,Asia,Western Asia,NA,58,34.2,23.8,NA,0,3.1,NA,0,13.8,0.2,4.3,NA,NA,NA,12.7,NA,0,NA,NA,NA,NA,NA,2416,Lebanon 2004 Family Health Survey,PAPFAM,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Lebanon,422,2009,2009,15-49,MW,Asia,Western Asia,NA,54.5,46.8,7.7,NA,NA,0.7,NA,NA,17.4,1.3,4.3,0,0.2,1,22.2,2.3,0.1,5.1,NA,NA,NA,NA,4872,Lebanon 2009 Multiple Indicator Cluster Survey ,MICS,,Adjusted. Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Lesotho,426,1977,1977,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,7.2,3.4,3.8,NA,NA,1.1,NA,0.3,0.2,NA,0.2,0,0,0,1.6,0.1,0,3.4,NA,NA,NA,NA,639,Lesotho 1977 World Fertility Survey,WFS,,Adjusted.,Data pertain to women exposed to the risk of pregnancy.,NA,Including abstinence and douching.,NA,NA,NA,NA
Lesotho,426,1991,1992,15-49,AL,Africa,Sub-Saharan Africa,Southern Africa,23.2,18.9,4.3,NA,NA,1.4,0,6.3,2.8,NA,1.2,0,0,0.3,7.2,1.2,0,2.8,NA,NA,NA,NA,2811,Lesotho 1991-1992 Demographic and Health Survey (national),National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Lesotho,426,1995,1995,15-49,AL,Africa,Sub-Saharan Africa,Southern Africa,29.1,26.8,2.3,NA,NA,NA,NA,11.9,3,NA,2.8,NA,NA,0.8,8.1,1.5,0.3,NA,NA,NA,NA,NA,5135,Lesotho 1995 Safe Motherhood Initiative Women's Health Survey,National survey,,NA,Data pertain to women exposed to the risk of pregnancy.,Including male and female sterilization.,Including rhythm and withdrawal.,NA,NA,NA,NA
Lesotho,426,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,30.4,29.5,0.9,NA,0,1.3,0.1,13.9,2.6,0.1,1.8,0.1,NA,0.4,9.4,0,0.2,0.4,NA,NA,NA,NA,1920,Lesotho 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,426,2001,2001,12-49,MW,Africa,Sub-Saharan Africa,Southern Africa,40.6,36.1,4.5,NA,NA,0.3,0.1,14.7,2.9,NA,6.5,0,NA,0.1,11.5,4,0.1,0.4,NA,NA,NA,NA,1676,Lesotho 2001 Demographic Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,426,2002,2002,12-49,MW,Africa,Sub-Saharan Africa,Southern Africa,38,34.7,5.9,NA,0.4,1,0.1,12,4.3,0.8,10.2,0,NA,1.4,10.9,1.6,0.3,3.6,NA,NA,NA,NA,2923,Lesotho 2002 Reproductive Health Survey,National survey,,Data pertain to methods used during  the last month. Figures by method do not add up to the total.,"Data pertain to sexually active, married women.",NA,NA,NA,NA,NA,NA
Lesotho,426,2004,2005,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,37.3,35.2,2.1,NA,0,2.7,NA,14.7,2.1,NA,4.8,NA,NA,1.2,10.9,NA,NA,0.9,21.4,9.6,31,51.5,1808,Lesotho 2004 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,426,2009,2010,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,47,45.6,1.4,NA,0.1,2.4,0.1,19.3,1.9,NA,9.4,NA,NA,0.6,12.5,0.1,NA,0.7,12.4,10.9,23.3,64.9,4947,Lesotho 2009 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Lesotho,426,2011,2011,12-49,MW,Africa,Sub-Saharan Africa,Southern Africa,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5608,Lesotho 2011 Demographic Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,426,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,60.2,59.8,0.4,NA,0.2,1.7,1.4,24,1.3,NA,16.9,0.1,NA,NA,14.2,0.2,NA,0.2,9.9,8.5,18.4,76.1,5769,Lesotho 2014 Demographic and Health Survey,DHS,,,NA,NA,NA,NA,NA,NA,NA
Liberia,430,1986,1986,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,6.4,5.5,0.9,NA,NA,1.1,NA,0.3,0.6,NA,0,0,NA,0.2,3.3,0.6,0.2,0.1,13,19.8,32.8,14,1802,Liberia 1986 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,430,2006,2007,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,11.4,10.3,1.2,NA,NA,0.6,NA,4.1,0.2,NA,1.6,NA,NA,NA,3.8,1,NA,0.2,11.4,24.2,35.7,21.9,647,Liberia 2007 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,430,2013,2013,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,20.2,19.1,1.1,NA,NA,0.3,2.1,11.2,NA,NA,0.4,NA,0.2,0,5,1.1,NA,0,9.1,22,31.1,37.2,5469,Liberia 2013 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,430,2016,2016,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,31,30.7,0.3,0.1,NA,0.9,3.5,18.9,0.3,0.1,1.3,NA,0.2,0.2,4.9,0.7,NA,0.1,NA,NA,NA,NA,6077,Liberia 2016 Malaria Indicators Survey (MIS),DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Libya,434,1995,1995,15-49,MW,Africa,Northern Africa,NA,45.2,25.7,19.6,NA,NA,NA,NA,NA,11.2,NA,NA,NA,4.9,NA,9.6,NA,NA,NA,NA,NA,NA,NA,757,Libya 1995 Maternal and Child Health Survey,PAPCHILD,,NA,NA,"Including female sterilization, injectables, male condoms and vaginal barrier methods.","Including breastfeeding, rhythm and withdrawal.",NA,NA,NA,NA
Libya,434,2007,2007,15-49,MW,Africa,Northern Africa,NA,41.9,20.4,21.5,NA,0.1,1.5,0,0.3,6.8,NA,2.3,0,NA,2.4,9.3,16.2,0,2.9,7,20,27,29.6,4527,Libya 2007 Family Health Survey,PAPFAM,,NA,NA,NA,Including breastfeeding.,NA,Survey did not ask whether a child was wanted.,NA,NA
Lithuania,440,1994,1995,18-49,MW,Europe,Northern Europe,NA,50.7,33.2,17.5,NA,NA,NA,NA,0.2,15.2,NA,14.2,NA,NA,0.9,3.6,10.1,0,6.5,18,NA,18,48.3,2841,Lithuania 1994-1995 Fertility and Family Survey,FFS,,Adjusted.,NA,NA,NA,NA,Data pertain to unmet need for limiting only.,NA,"Data pertain to non-pregnant women. Including sexually active, fecund married men and women (excluding those in unions), not practicing contraception and not wanting additional children or with a current pregnancy that was not wanted at conception. "
Lithuania,440,2006,2006,18-49,MW,Europe,Northern Europe,NA,62.9,50.4,12.5,0.2,NA,2.1,0.1,0,9.6,NA,19.4,0.3,NA,NA,18,5.2,0.8,7.3,NA,NA,NA,NA,5438,Lithuania 2006 Generations and Gender Survey ,GGS,,Including some cases of sterilization for non-contraceptive reasons.,Data pertain to women with co-resident male partner.,NA,NA,NA,NA,NA,NA
Madagascar,450,1992,1992,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,16.7,5.1,11.6,NA,NA,0.9,NA,1.6,0.5,NA,0.5,NA,NA,0.5,1.4,9,0.1,2.1,16.2,16.2,32.3,10.4,1708,Madagascar 1992 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,450,1997,1997,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,19.4,9.7,9.7,NA,NA,1,0.4,4.7,0.5,NA,0.7,0,NA,0.2,2.4,7.9,0.1,1.6,12.9,14.7,27.7,20.6,1729,Madagascar 1997 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Madagascar,450,1999,1999,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,25,12.9,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3179,Madagascar 1999 Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,450,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,18.8,12.4,6.4,NA,0,0.6,0.4,6.7,0.3,0.6,0.4,0,NA,0.1,3.3,6,0,0.3,NA,NA,NA,NA,1891,Madagascar 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,450,2003,2004,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,27.1,18.3,8.8,NA,NA,1.1,0.3,10.2,0.6,1.6,1,0,NA,0.1,3.4,8.2,NA,0.5,12.7,11.8,24.5,35.5,1734,Madagascar 2003-2004 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Madagascar,450,2008,2009,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,39.9,29.2,10.7,NA,NA,1.1,1.5,17.9,0.4,1,1.1,0.1,NA,0.2,6,9.7,NA,0.8,8.8,10.2,19,49.6,4691,Madagascar 2008-2009 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Madagascar,450,2012,2013,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,39.8,33.3,6.4,NA,NA,1.4,2.6,19.9,0.7,1.2,1,0,NA,0.2,6.6,5,NA,1.3,NA,NA,NA,NA,7412,Madagascar 2012-2013 Enquête Nationale sur les Suivi des indicateurs des Objectifs du Millénaire pour le Développement,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,454,1984,1984,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,6.9,3.2,3.7,NA,NA,NA,NA,0.1,0.3,NA,0,NA,2.1,3.5,0.7,0,NA,0.2,NA,NA,NA,NA,712,Malawi 1984 Family Formation Survey,National survey,,NA,NA,Including male and female sterilization and vaginal barrier methods.,Including abstinence.,NA,NA,NA,NA
Malawi,454,1992,1992,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,13,7.4,5.6,NA,NA,1.7,0,1.5,0.3,NA,1.6,0,0,2,2.2,2.2,0.1,1.5,12.2,24.3,36.5,14.9,1834,Malawi 1992 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,454,1996,1996,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,21.9,14.4,7.5,NA,NA,2.5,0,6.4,0.4,NA,1.6,NA,NA,NA,3.4,2,NA,1.9,NA,NA,NA,NA,4952,"Malawi 1996 Knowledge, Attitudes and Practices in Health Survey",DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,454,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,30.6,26.1,4.5,NA,NA,4.7,0.1,16.4,0.1,0.4,1.6,0.1,NA,2.1,2.7,0.9,NA,1.5,15,14.9,29.9,43.1,1833,Malawi 2000 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Malawi,454,2004,2005,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,32.5,28.1,4.3,NA,NA,5.8,0.5,18,0.1,NA,1.8,NA,NA,1.7,2,0.5,NA,2.1,14.1,16.2,30.3,44.7,1885,Malawi 2004 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,454,2006,2006,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,41,38.6,2.4,NA,0,4.4,0.7,29,0.3,0.2,1.5,0.1,NA,0.8,2.4,0.7,0.1,0.8,NA,NA,NA,NA,1845,Malawi 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,454,2010,2010,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,46.1,42.2,3.9,NA,0.1,9.7,1.3,25.8,0.3,NA,2.4,0.1,NA,1.2,2.5,0.8,NA,1.8,13.8,12.4,26.2,58.4,4692,Malawi 2010 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Malawi,454,2013,2014,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,58.6,57.4,1.2,NA,0.2,10.2,9.4,32.2,1,NA,2,0.1,NA,0.5,2.2,0.5,0,0.3,7.3,12.1,19.4,73.6,5582,Malawi 2013-2014 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Malawi,454,2015,2016,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,59.2,58.1,1.1,0,0,10.9,11.5,30,1.1,NA,1.9,0.1,0.2,0.3,2.4,0.3,NA,0.5,7.9,10.8,18.7,74.6,5952,Malawi 2015-2016 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,458,1966,1967,15-44,MW,Asia,South-eastern Asia,NA,8.7,6.2,2.5,NA,NA,NA,NA,0,0.2,NA,0.8,NA,1,NA,4,NA,0.2,NA,NA,NA,NA,NA,5137,Malaysia 1966-1967 West Malaysian Family Survey ,National survey,,NA,NA,Including male and female sterilization.,"Including abstinence, rhythm and withdrawal.",Data pertain to Peninsular Malaysia.,NA,NA,NA
Malaysia,458,1974,1974,15-49,MW,Asia,South-eastern Asia,NA,33,23.7,9.3,NA,NA,3.4,NA,0.2,0.7,NA,2.7,0.4,NA,3.9,16.2,3.5,0.1,1.9,NA,NA,NA,NA,16,Malaysia 1974 World Fertility Survey,WFS,,NA,NA,NA,Including abstinence.,Data pertain to Peninsular Malaysia.,NA,NA,NA
Malaysia,458,1984,1984,15-49,MW,Asia,South-eastern Asia,NA,51.4,29.8,21.7,NA,NA,7.5,NA,0.5,2.2,NA,7.6,0.2,NA,10.9,11.6,6.9,0.2,3.9,NA,NA,NA,NA,2745,Malaysia 1984-1985 Population and Family Survey,National survey,,NA,NA,NA,Including abstinence and folk methods.,Data pertain to Peninsular Malaysia.,NA,NA,NA
Malaysia,458,1988,1988,15-49,MW,Asia,South-eastern Asia,NA,48.3,31.4,17,NA,NA,NA,NA,NA,3.5,NA,5.6,NA,17.7,5.8,4.6,7,NA,4.2,NA,NA,NA,NA,2784,Malaysia 1988 Family Life Survey II,National survey,,NA,NA,"Including male and female sterilization, injectables, implants and vaginal barrier methods.",Including abstinence.,Data pertain to Peninsular Malaysia.,NA,NA,NA
Malaysia,458,1994,1994,15-49,MW,Asia,South-eastern Asia,NA,55.1,30.4,24.7,NA,NA,NA,NA,NA,3.9,NA,5.4,NA,7.7,8.9,13.4,8.9,NA,6.9,NA,NA,NA,NA,2842,Malaysia 1994 Population and Family Survey,National survey,,Adjusted.,NA,Including male and female sterilization.,Including abstinence.,Data pertain to Peninsular Malaysia.,NA,NA,NA
Malaysia,458,2004,2004,15-49,MW,Asia,South-eastern Asia,NA,49,32.3,16.7,NA,NA,NA,NA,NA,4.2,NA,7.1,NA,7.8,4,13.2,8.8,NA,3.9,NA,NA,NA,NA,3184,Malaysia 2004 Population and Family Survey,National survey,,Adjusted.,NA,Including male and female sterilization.,Including abstinence.,Data pertain to Peninsular Malaysia.,NA,NA,NA
Malaysia,458,2014,2014,15-49,MW,Asia,South-eastern Asia,NA,52.2,34.3,17.9,NA,NA,6.9,0.7,4.9,2.7,NA,5.6,NA,0.3,3.3,13.2,5,NA,9.7,NA,NA,NA,NA,5770,Malaysia 2014 Population and Family Survey,National survey,,NA,NA,"Including male sterilization, emergency contraception, contraceptive patch, and contraceptive ring.",Including abstinence and breastfeeding.,NA,NA,NA,NA
Maldives,462,1991,1991,15-49,MW,Asia,Southern Asia,NA,29,19,10,NA,NA,4,0,2,1,NA,2,0,NA,NA,10,NA,0,NA,NA,NA,NA,NA,2812,Maldives 1991 KAP Survey on Child Spacing Methods,National survey,,Adjusted. Figures by method do not add up to the total.,NA,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
Maldives,462,1999,1999,15-49,MW,Asia,Southern Asia,NA,42,33,9,NA,NA,10,0,3,1,NA,6,1,NA,NA,13,NA,0,NA,NA,NA,NA,NA,2889,Maldives 1999 Reproductive Health Baseline Survey,National survey,,Figures by method do not add up to the total.,NA,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
Maldives,462,2004,2004,15-49,MW,Asia,Southern Asia,NA,39,34,5,NA,NA,7,0,3,2,NA,9,1,NA,NA,13,NA,0,NA,NA,NA,NA,NA,2936,Maldives 2004 Reproductive Health Baseline Survey,National survey,,Figures by method do not add up to the total.,NA,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
Maldives,462,2009,2009,15-49,MW,Asia,Southern Asia,NA,34.7,27,7.8,NA,NA,10.1,0.5,1.2,0.8,NA,9.3,0.5,NA,0.1,4.6,3.4,NA,4.2,13.6,15,28.6,42.7,4699,Maldives 2009 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Mali,466,1987,1987,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,4.7,1.3,3.4,NA,NA,0.1,NA,0.1,0.1,NA,0,NA,NA,2,0.9,1.3,0.1,0.1,5.7,17.2,22.9,4.7,1784,Mali 1987 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence and folk methods.,NA,NA,NA,NA
Mali,466,1995,1996,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,6.7,4.5,2.2,NA,NA,0.3,NA,0.2,0.3,NA,0.4,NA,0.2,0.5,3.1,1.6,0.1,0.1,6.5,21,27.5,13.2,1715,Mali 1995-1996 Demographic and Health Survey,DHS,,NA,NA,"Including male sterilization, implants and vaginal barrier methods.",Including folk methods.,NA,NA,NA,NA
Mali,466,2001,2001,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,8.1,6.9,1.1,NA,0,0.3,0.1,2.1,0.2,1.2,0.3,NA,NA,0.5,2.8,0.6,0,0,8.2,21.5,29.6,18.3,1714,Mali 2001 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Mali,466,2006,2006,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,8.2,6.9,1.4,NA,NA,0.3,0.1,2.5,0.1,0.5,0.4,NA,NA,0.6,2.9,0.8,NA,NA,7.3,20.3,27.6,19.3,1682,Mali 2006 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Mali,466,2012,2013,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,10.3,9.9,0.5,NA,0,0.1,2.5,4,0.4,0,0.1,0,0,0.4,2.7,0.1,0,0,7.4,18.6,26,27.3,5460,Mali 2012-2013 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Mali,466,2015,2015,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,15.6,15.1,0.4,NA,0,0.3,4.4,6.4,0.2,0,0,0,NA,0.3,3.7,0.1,0,0.1,2.6,14.6,17.2,46,5677,Mali 2015 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Malta,470,1971,1971,20-45,MW,Europe,Southern Europe,NA,87,16,NA,NA,NA,1,NA,NA,0,NA,12,1,NA,1,2,40,0,70,NA,NA,NA,NA,5140,Malta 1971 Survey of Family Planning in Malta ,National survey,,Figures by method do not add up to the total because some methods are used in combination.,Data pertain to married women who visited a practitioner belonging to the Malta College of Family Doctors.,NA,Including abstinence.,NA,NA,NA,NA
Malta,470,1993,1993,20-45,MW,Europe,Southern Europe,NA,85.8,46,NA,NA,NA,2.2,NA,NA,2.9,NA,21.9,2.2,NA,8.1,15.8,19.4,1,40.6,NA,NA,NA,NA,3204,Malta 1993 Survey of Family Planning,National survey,,Figures by method do not add up to the total because some methods are used in combination.,Data pertain to married women who visited a practitioner belonging to the Malta College of Family Doctors.,NA,Including abstinence.,NA,NA,NA,NA
Marshall Islands,584,1970,1970,15-49,AL,Oceania,Micronesia,NA,22.7,18.1,4.6,NA,NA,NA,NA,NA,0,NA,NA,NA,1.8,2.3,16.3,2.3,NA,NA,NA,NA,NA,NA,3253,Marshall Islands 1970 KAP Survey Trust Territory,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",Including male and female sterilization.,"Including abstinence, folk methods and withdrawal.",NA,NA,NA,NA
Marshall Islands,584,1985,1985,15-49,AL,Oceania,Micronesia,NA,27.2,19.4,7.8,NA,NA,12.8,NA,0.1,0.7,NA,1.5,1.4,NA,3,2.7,4,0.2,0.6,NA,NA,NA,NA,3255,Marshall Islands 1985 Women's Health Survey,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Marshall Islands,584,2007,2007,15-49,MW,Oceania,Micronesia,NA,44.6,42.4,2.2,NA,NA,25,3.8,9.2,NA,NA,1.4,0.2,NA,0.2,2.7,1.4,NA,0.6,5.1,3,8.1,80.5,3259,Marshall Islands 2007 Demographic Health Survey (national),National survey,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Martinique,474,1976,1976,15-49,AL,Americas,Latin America and the Caribbean,Caribbean,35.5,27.3,8.2,NA,NA,8.8,NA,NA,1.9,NA,3,NA,0.7,1,11.8,3.1,1.1,4.1,NA,NA,NA,NA,3207,Martinique 1976 Fertility Survey,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",Including male sterilization and injectables.,Including douching.,NA,NA,NA,NA
Mauritania,478,1981,1981,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,0.8,0.3,0.5,NA,NA,0.2,NA,0,0,NA,0,0,0,0,0,0.1,0.1,0.4,NA,NA,NA,NA,183,Mauritania 1981 World Fertility Survey,WFS,,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,478,1990,1991,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,4.1,1.2,3.9,NA,NA,0.1,NA,0.1,0.3,NA,0.1,0,0,1.8,0.5,0.4,0.1,1.7,NA,NA,NA,NA,37,Mauritania 1990-1991 Maternal and Child Health Survey,PAPCHILD,,Figures by method do not add up to the total.,NA,NA,Including breastfeeding.,NA,NA,NA,NA
Mauritania,478,2e3,2001,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,8,5.4,2.5,NA,NA,NA,NA,0.9,0.8,0.3,0.8,NA,0.1,NA,2.6,0.3,NA,2.2,8.9,23.2,32.1,13.5,1853,Mauritania 2000-2001 Demographic and Health Survey,DHS,,NA,NA,"Including male and female sterilization, female condoms, implants and vaginal barrier methods.",NA,NA,NA,NA,NA
Mauritania,478,2007,2007,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,9.3,8,1.3,NA,0,0.1,0,1,0.3,0,0.4,0,NA,0,5.7,0,0.1,1,NA,NA,NA,NA,2443,Mauritania 2007 Multiple Indicator Cluster Survey,MICS,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Mauritania,478,2011,2011,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,11.4,10.1,1.4,NA,0,0.2,1.3,0.9,0.9,0.1,0.4,0.2,NA,0.1,6,0,0,1.2,10,21,31.1,23.8,5012,Mauritania 2011 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,478,2015,2015,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,17.8,15.6,2.2,NA,0,0.1,0.8,3.6,0.3,0.1,0.2,0,NA,0,10.7,1.9,0,0.2,9.7,23.9,33.6,30.4,5638,Mauritania 2015 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Mauritius,480,1975,1975,<50,EM,Africa,Sub-Saharan Africa,Eastern Africa,45.7,29.2,16.4,NA,NA,NA,NA,1.6,1.5,NA,5.1,NA,NA,1,21,13.9,NA,1.5,NA,NA,NA,NA,5141,Mauritius 1975 National Survey on Contraceptive Use,National survey,,NA,Data pertain to ever-married women of reproductive age.,Excluding male and female sterilization.,Including abstinence.,NA,NA,NA,NA
Mauritius,480,1985,1985,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,74.6,44.2,30.6,NA,NA,4.6,NA,6.4,2.3,NA,9.3,NA,NA,1.3,21,16.9,0.6,12.4,NA,NA,NA,NA,2753,Mauritius 1985 Contraceptive Prevalence Survey,CPS,,Adjusted. Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Mauritius,480,1991,1991,15-44,MW,Africa,Sub-Saharan Africa,Eastern Africa,74.6,49.2,25.4,NA,NA,7.1,0,4.6,2.8,NA,13.1,0.2,NA,0.4,21,9.3,0.4,15.7,5,1,6.4,60.7,2813,Mauritius 1991 Contraceptive Prevalence Survey,CPS,,Adjusted.,NA,NA,NA,NA,Figures for spacing and limiting do not add up to the total.,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence. ","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
